Feature ID	Taxon
seq2414	none; none; none; none; none; none; none
seq2415	Eukaryota; none; none; none; none; none; none
seq2416	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-010; none
seq2417	Eukaryota; none; none; none; none; none; none
seq2418	Eukaryota; none; none; none; none; none; none
seq2419	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospira; pectinoschiza
seq2420	Eukaryota; none; none; none; none; none; none
seq2421	none; none; none; none; none; none; none
seq2422	Eukaryota; none; none; none; none; none; none
seq2423	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-014; none
seq2424	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2425	none; none; none; none; none; none; none
seq2426	none; none; none; none; none; none; none
seq2427	none; none; none; none; none; none; none
seq2428	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; indistinctus
seq2429	Eukaryota; none; none; none; none; none; none
seq2430	Eukaryota; none; none; none; none; none; none
seq2431	Eukaryota; none; none; none; none; none; none
seq2432	Eukaryota; none; none; none; none; none; none
seq2433	Bacteria; Epsilonbacteraeota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; curvus
seq2434	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq2435	Eukaryota; none; none; none; none; none; none
seq2436	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; none; none
seq2437	Eukaryota; none; none; none; none; none; none
seq2438	none; none; none; none; none; none; none
seq2439	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq2440	none; none; none; none; none; none; none
seq2441	Eukaryota; none; none; none; none; none; none
seq2442	none; none; none; none; none; none; none
seq2443	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillibacter; none
seq2444	Eukaryota; none; none; none; none; none; none
seq2445	Eukaryota; none; none; none; none; none; none
seq2446	Eukaryota; none; none; none; none; none; none
seq2447	none; none; none; none; none; none; none
seq2448	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2449	Eukaryota; none; none; none; none; none; none
seq2450	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas; none
seq2451	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Flavonifractor; none
seq2452	Eukaryota; none; none; none; none; none; none
seq2453	Eukaryota; none; none; none; none; none; none
seq2454	none; none; none; none; none; none; none
seq2455	Eukaryota; none; none; none; none; none; none
seq2456	Eukaryota; none; none; none; none; none; none
seq2457	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemania; massiliensis
seq2458	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Oribacterium; asaccharolyticum
seq2459	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_NK4A214_group; none
seq2460	Eukaryota; none; none; none; none; none; none
seq2461	Eukaryota; none; none; none; none; none; none
seq2462	Eukaryota; none; none; none; none; none; none
seq2463	Eukaryota; none; none; none; none; none; none
seq2464	Eukaryota; none; none; none; none; none; none
seq2465	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_9; none
seq2466	Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; none
seq2467	Eukaryota; none; none; none; none; none; none
seq2468	Eukaryota; none; none; none; none; none; none
seq2469	Eukaryota; none; none; none; none; none; none
seq2470	Eukaryota; none; none; none; none; none; none
seq2471	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2472	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Candidatus_Soleaferrea; none
seq2473	Eukaryota; none; none; none; none; none; none
seq2474	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-014; none
seq2475	Eukaryota; none; none; none; none; none; none
seq2476	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; none; none
seq2477	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Parasutterella; none
seq2478	Eukaryota; none; none; none; none; none; none
seq2479	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus_2; none
seq2480	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; GCA-900066575; none
seq2481	none; none; none; none; none; none; none
seq2482	Eukaryota; none; none; none; none; none; none
seq2483	none; none; none; none; none; none; none
seq2484	none; none; none; none; none; none; none
seq2485	Eukaryota; none; none; none; none; none; none
seq2486	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq2487	none; none; none; none; none; none; none
seq2488	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; none; none
seq2489	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Negativibacillus; massiliensis
seq2490	none; none; none; none; none; none; none
seq2491	Eukaryota; none; none; none; none; none; none
seq2492	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq2493	Eukaryota; none; none; none; none; none; none
seq2494	Eukaryota; none; none; none; none; none; none
seq2495	Eukaryota; none; none; none; none; none; none
seq2496	Eukaryota; none; none; none; none; none; none
seq2497	none; none; none; none; none; none; none
seq2498	none; none; none; none; none; none; none
seq2499	none; none; none; none; none; none; none
seq2500	Eukaryota; none; none; none; none; none; none
seq2501	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Bilophila; none
seq2502	Eukaryota; none; none; none; none; none; none
seq2503	none; none; none; none; none; none; none
seq2504	none; none; none; none; none; none; none
seq2505	Eukaryota; none; none; none; none; none; none
seq2506	Bacteria; Cyanobacteria; Oxyphotobacteria; Chloroplast; none; none; none
seq2507	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; none
seq2508	Eukaryota; none; none; none; none; none; none
seq2509	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; none
seq2510	Eukaryota; Basidiomycota; Tremellomycetes; Filobasidiales; Filobasidiaceae; Naganishia; none
seq2511	none; none; none; none; none; none; none
seq2512	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Negativibacillus; none
seq2513	none; none; none; none; none; none; none
seq2514	Eukaryota; none; none; none; none; none; none
seq2515	Eukaryota; none; none; none; none; none; none
seq2516	none; none; none; none; none; none; none
seq2517	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq2518	Eukaryota; none; none; none; none; none; none
seq2519	Eukaryota; none; none; none; none; none; none
seq2520	none; none; none; none; none; none; none
seq2521	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; none
seq2522	none; none; none; none; none; none; none
seq2523	Eukaryota; none; none; none; none; none; none
seq2524	Eukaryota; none; none; none; none; none; none
seq2525	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
seq2526	Eukaryota; none; none; none; none; none; none
seq2527	Eukaryota; none; none; none; none; none; none
seq2528	none; none; none; none; none; none; none
seq2529	Eukaryota; none; none; none; none; none; none
seq2530	none; none; none; none; none; none; none
seq2531	Eukaryota; none; none; none; none; none; none
seq2532	Eukaryota; none; none; none; none; none; none
seq2533	Eukaryota; none; none; none; none; none; none
seq2534	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; neonatale
seq2535	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq2536	Eukaryota; none; none; none; none; none; none
seq2537	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Bilophila; none
seq2538	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; GCA-900066225; none
seq2539	none; none; none; none; none; none; none
seq2540	Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; bifidum
seq2541	none; none; none; none; none; none; none
seq2542	none; none; none; none; none; none; none
seq2543	Eukaryota; none; none; none; none; none; none
seq2544	Eukaryota; none; none; none; none; none; none
seq2545	Eukaryota; none; none; none; none; none; none
seq2546	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Parasutterella; none
seq2547	Eukaryota; none; none; none; none; none; none
seq2548	none; none; none; none; none; none; none
seq2549	Eukaryota; none; none; none; none; none; none
seq2550	none; none; none; none; none; none; none
seq2551	none; none; none; none; none; none; none
seq2552	none; none; none; none; none; none; none
seq2553	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Mogibacterium; none
seq2554	none; none; none; none; none; none; none
seq2555	Eukaryota; none; none; none; none; none; none
seq2556	Eukaryota; none; none; none; none; none; none
seq2557	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq2558	Eukaryota; none; none; none; none; none; none
seq2559	Eukaryota; none; none; none; none; none; none
seq2560	none; none; none; none; none; none; none
seq2561	Eukaryota; none; none; none; none; none; none
seq2562	Eukaryota; none; none; none; none; none; none
seq2563	Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; none
seq2564	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2565	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Bilophila; none
seq2566	Eukaryota; none; none; none; none; none; none
seq2567	Eukaryota; none; none; none; none; none; none
seq2568	none; none; none; none; none; none; none
seq2569	none; none; none; none; none; none; none
seq2570	Eukaryota; none; none; none; none; none; none
seq2571	none; none; none; none; none; none; none
seq2572	Eukaryota; none; none; none; none; none; none
seq2573	Eukaryota; none; none; none; none; none; none
seq2574	Eukaryota; none; none; none; none; none; none
seq2575	Eukaryota; none; none; none; none; none; none
seq2576	none; none; none; none; none; none; none
seq2577	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; none
seq2578	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-010; none
seq2579	Eukaryota; none; none; none; none; none; none
seq2580	Eukaryota; none; none; none; none; none; none
seq2581	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoanaerobaculum; none
seq2582	Eukaryota; none; none; none; none; none; none
seq2583	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq2584	Eukaryota; none; none; none; none; none; none
seq2585	Eukaryota; none; none; none; none; none; none
seq2586	Eukaryota; none; none; none; none; none; none
seq2587	Eukaryota; none; none; none; none; none; none
seq2588	Eukaryota; none; none; none; none; none; none
seq2589	none; none; none; none; none; none; none
seq2590	Eukaryota; none; none; none; none; none; none
seq2591	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; none
seq2592	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Fusicatenibacter; none
seq2593	Eukaryota; none; none; none; none; none; none
seq2594	Eukaryota; none; none; none; none; none; none
seq2595	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2596	Bacteria; Tenericutes; Mollicutes; Mollicutes_RF39; none; none; none
seq2597	Eukaryota; none; none; none; none; none; none
seq2598	Eukaryota; none; none; none; none; none; none
seq2599	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; none; none
seq2600	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_9; none
seq2601	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Rathayibacter; none
seq2602	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Hungatella; hathewayi
seq2603	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_5; none
seq2604	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Parvimonas; micra
seq2605	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; none
seq2606	Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Azospirillaceae; Skermanella; aerolata
seq2607	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2608	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq2609	Eukaryota; none; none; none; none; none; none
seq2610	none; none; none; none; none; none; none
seq2611	none; none; none; none; none; none; none
seq2612	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2613	Eukaryota; none; none; none; none; none; none
seq2614	Eukaryota; none; none; none; none; none; none
seq2615	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-014; none
seq2616	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; phocaeensis
seq2617	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Dysgonomonadaceae; Dysgonomonas; none
seq2618	Eukaryota; none; none; none; none; none; none
seq2619	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia/Shigella; none
seq2620	Eukaryota; none; none; none; none; none; none
seq2621	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq2622	Eukaryota; none; none; none; none; none; none
seq2623	Eukaryota; none; none; none; none; none; none
seq2624	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus; none
seq2625	none; none; none; none; none; none; none
seq2626	Eukaryota; none; none; none; none; none; none
seq2627	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq2628	none; none; none; none; none; none; none
seq2629	none; none; none; none; none; none; none
seq2630	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; GCA-900066575; none
seq2631	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; none
seq2632	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; argentoratense
seq2633	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; aerofaciens
seq2634	Eukaryota; none; none; none; none; none; none
seq2635	Eukaryota; none; none; none; none; none; none
seq2636	Eukaryota; none; none; none; none; none; none
seq2637	Eukaryota; none; none; none; none; none; none
seq2638	Eukaryota; none; none; none; none; none; none
seq2639	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq2640	none; none; none; none; none; none; none
seq2641	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2642	none; none; none; none; none; none; none
seq2643	none; none; none; none; none; none; none
seq2644	none; none; none; none; none; none; none
seq2645	Eukaryota; none; none; none; none; none; none
seq2646	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq2647	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Ezakiella; none
seq2648	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq2649	Eukaryota; none; none; none; none; none; none
seq2650	Eukaryota; none; none; none; none; none; none
seq2651	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq2652	Eukaryota; none; none; none; none; none; none
seq2653	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq2654	Eukaryota; none; none; none; none; none; none
seq2655	Eukaryota; none; none; none; none; none; none
seq2656	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Geodermatophilaceae; Blastococcus; none
seq2657	none; none; none; none; none; none; none
seq2658	Eukaryota; none; none; none; none; none; none
seq2659	none; none; none; none; none; none; none
seq2660	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq2661	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; none; none
seq2662	Eukaryota; none; none; none; none; none; none
seq2663	none; none; none; none; none; none; none
seq2664	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Candidatus_Stoquefichus; none
seq2665	Eukaryota; none; none; none; none; none; none
seq2666	none; none; none; none; none; none; none
seq2667	Eukaryota; none; none; none; none; none; none
seq2668	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; none; none
seq2669	Eukaryota; none; none; none; none; none; none
seq2670	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; none; none
seq2671	Eukaryota; none; none; none; none; none; none
seq2672	Eukaryota; none; none; none; none; none; none
seq2673	none; none; none; none; none; none; none
seq2674	Eukaryota; none; none; none; none; none; none
seq2675	Eukaryota; none; none; none; none; none; none
seq2676	Eukaryota; none; none; none; none; none; none
seq2677	Eukaryota; none; none; none; none; none; none
seq2678	Eukaryota; none; none; none; none; none; none
seq2679	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq2680	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq2681	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter; segnis
seq2682	Eukaryota; none; none; none; none; none; none
seq2683	Eukaryota; none; none; none; none; none; none
seq2684	Eukaryota; none; none; none; none; none; none
seq2685	none; none; none; none; none; none; none
seq2686	Eukaryota; none; none; none; none; none; none
seq2687	none; none; none; none; none; none; none
seq2688	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; none
seq2689	Eukaryota; none; none; none; none; none; none
seq2690	Eukaryota; none; none; none; none; none; none
seq2691	Eukaryota; none; none; none; none; none; none
seq2692	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; none
seq2693	Eukaryota; none; none; none; none; none; none
seq2694	Eukaryota; none; none; none; none; none; none
seq2695	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; none
seq2696	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
seq2697	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq2698	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillibacter; none
seq2699	none; none; none; none; none; none; none
seq2700	Eukaryota; none; none; none; none; none; none
seq2701	Bacteria; Epsilonbacteraeota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; gracilis
seq2702	Eukaryota; none; none; none; none; none; none
seq2703	Eukaryota; none; none; none; none; none; none
seq2704	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2705	Eukaryota; none; none; none; none; none; none
seq2706	Eukaryota; none; none; none; none; none; none
seq2707	Eukaryota; none; none; none; none; none; none
seq2708	Eukaryota; none; none; none; none; none; none
seq2709	Eukaryota; none; none; none; none; none; none
seq2710	Eukaryota; none; none; none; none; none; none
seq2711	none; none; none; none; none; none; none
seq2712	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq2713	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; none; none
seq2714	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq2715	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; faecis
seq2716	none; none; none; none; none; none; none
seq2717	Eukaryota; none; none; none; none; none; none
seq2718	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; florum
seq2719	Eukaryota; none; none; none; none; none; none
seq2720	Eukaryota; none; none; none; none; none; none
seq2721	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; Pir4_lineage; none
seq2722	Eukaryota; none; none; none; none; none; none
seq2723	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2724	none; none; none; none; none; none; none
seq2725	none; none; none; none; none; none; none
seq2726	none; none; none; none; none; none; none
seq2727	Eukaryota; none; none; none; none; none; none
seq2728	none; none; none; none; none; none; none
seq2729	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq2730	Eukaryota; none; none; none; none; none; none
seq2731	Eukaryota; none; none; none; none; none; none
seq2732	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq2733	Eukaryota; none; none; none; none; none; none
seq2734	Eukaryota; none; none; none; none; none; none
seq2735	Eukaryota; none; none; none; none; none; none
seq2736	Eukaryota; none; none; none; none; none; none
seq2737	Eukaryota; none; none; none; none; none; none
seq2738	Eukaryota; none; none; none; none; none; none
seq2739	Eukaryota; none; none; none; none; none; none
seq2740	none; none; none; none; none; none; none
seq2741	none; none; none; none; none; none; none
seq2742	none; none; none; none; none; none; none
seq2743	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; none; none
seq2744	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Eggerthella; lenta
seq2745	none; none; none; none; none; none; none
seq2746	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2747	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; none
seq2748	Eukaryota; none; none; none; none; none; none
seq2749	Eukaryota; none; none; none; none; none; none
seq2750	Eukaryota; none; none; none; none; none; none
seq2751	Eukaryota; none; none; none; none; none; none
seq2752	Eukaryota; none; none; none; none; none; none
seq2753	Eukaryota; none; none; none; none; none; none
seq2754	Eukaryota; none; none; none; none; none; none
seq2755	none; none; none; none; none; none; none
seq2756	Eukaryota; none; none; none; none; none; none
seq2757	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenella; microfusus
seq2758	Eukaryota; none; none; none; none; none; none
seq2759	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_ND3007_group; none
seq2760	Eukaryota; none; none; none; none; none; none
seq2761	Eukaryota; none; none; none; none; none; none
seq2762	Eukaryota; none; none; none; none; none; none
seq2763	Eukaryota; none; none; none; none; none; none
seq2764	Eukaryota; none; none; none; none; none; none
seq2765	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Barnesiella; none
seq2766	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; obeum
seq2767	Eukaryota; none; none; none; none; none; none
seq2768	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; none; none
seq2769	Eukaryota; none; none; none; none; none; none
seq2770	Eukaryota; none; none; none; none; none; none
seq2771	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_9; none
seq2772	Eukaryota; none; none; none; none; none; none
seq2773	none; none; none; none; none; none; none
seq2774	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq2775	Eukaryota; none; none; none; none; none; none
seq2776	Eukaryota; none; none; none; none; none; none
seq2777	Eukaryota; none; none; none; none; none; none
seq2778	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-004; none
seq2779	Eukaryota; none; none; none; none; none; none
seq2780	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2781	none; none; none; none; none; none; none
seq2782	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-001; none
seq2783	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_9; none
seq2784	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; none; none
seq2785	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum
seq2786	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter; aphrophilus
seq2787	Eukaryota; none; none; none; none; none; none
seq2788	Eukaryota; none; none; none; none; none; none
seq2789	none; none; none; none; none; none; none
seq2790	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-004; none
seq2791	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq2792	Eukaryota; none; none; none; none; none; none
seq2793	Eukaryota; none; none; none; none; none; none
seq2794	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Family_XIII_AD3011_group; none
seq2795	Eukaryota; none; none; none; none; none; none
seq2796	Eukaryota; none; none; none; none; none; none
seq2797	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_NK4A214_group; none
seq2798	Eukaryota; none; none; none; none; none; none
seq2799	none; none; none; none; none; none; none
seq2800	none; none; none; none; none; none; none
seq2801	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq2802	none; none; none; none; none; none; none
seq2803	Eukaryota; none; none; none; none; none; none
seq2804	Eukaryota; none; none; none; none; none; none
seq2805	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Robinsoniella; peoriensis
seq2806	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Intestinimonas; none
seq2807	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Barnesiella; none
seq2808	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2809	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq2810	Eukaryota; none; none; none; none; none; none
seq2811	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-004; none
seq2812	Eukaryota; none; none; none; none; none; none
seq2813	Eukaryota; none; none; none; none; none; none
seq2814	none; none; none; none; none; none; none
seq2815	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq2816	none; none; none; none; none; none; none
seq2817	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq2818	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus; none
seq2819	none; none; none; none; none; none; none
seq2820	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Anaerococcus; none
seq2821	none; none; none; none; none; none; none
seq2822	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Barnesiella; intestinihominis
seq2823	Eukaryota; none; none; none; none; none; none
seq2824	none; none; none; none; none; none; none
seq2825	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; aerofaciens
seq2826	none; none; none; none; none; none; none
seq2827	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq2828	Eukaryota; none; none; none; none; none; none
seq2829	Eukaryota; none; none; none; none; none; none
seq2830	Eukaryota; none; none; none; none; none; none
seq2831	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
